id;year;month;municipality_code_ibge;municipality_name;dengue_cases;chikungunya_cases;zika_cases;total_cases;estimated_population;rainfall_mm;average_humidity;average_temperature
40013;2009.0;6.0;3201001;Boa Esperança;0;0;0;0;6011.0;29.2;73.5;21.0
40014;2009.0;6.0;3202108;Ecoporanga;0;0;0;0;11936.0;31.7;;
40015;2009.0;6.0;3202900;Itarana;0;0;0;0;4603.0;76.9;;
40016;2009.0;6.0;3203205;Linhares;0;0;0;0;74739.0;;;
40017;2009.0;6.0;3203700;Muniz Freire;0;0;0;0;9253.0;21.4;;
40018;2009.0;6.0;3204906;São Mateus;0;0;0;0;62132.0;55.2;83.3;22.5
40019;2009.0;6.0;3205309;Vitória;0;0;0;0;148278.0;46.5;;22.3
40020;2009.0;6.0;3300100;Angra dos Reis;0;0;0;0;93974.0;;;
40021;2009.0;6.0;3301207;Carmo;0;0;0;0;8059.0;23.4;;
40022;2009.0;6.0;3301504;Cordeiro;0;0;0;0;9635.0;32.3;83.1;17.2
40023;2009.0;6.0;3301876;Iguaba Grande;0;0;0;0;21396.0;27.8;77.3;20.7
40024;2009.0;6.0;3302205;Itaperuna;0;0;0;0;49275.0;78.2;76.7;20.3
40025;2009.0;6.0;3302700;Maricá;0;0;0;0;106494.0;73.2;80.6;20.1
40026;2009.0;6.0;3304201;Resende;0;0;0;0;59324.0;28.1;;
40027;2009.0;6.0;3304300;Rio Bonito;0;0;0;0;25870.0;73.5;;
40028;2009.0;6.0;3304557;Rio de Janeiro;0;0;0;0;2920214.0;61.4;72.2;22.0
40029;2009.0;6.0;3304607;Santa Maria Madalena;0;0;0;0;5510.0;49.7;;
40030;2009.0;6.0;3304706;Santo Antônio de Pádua;0;0;0;0;20120.0;64.2;84.7;19.3
40031;2009.0;6.0;3304904;São Gonçalo;0;0;0;0;413779.0;27.4;76.4;24.7
40032;2009.0;6.0;3305802;Teresópolis;0;0;0;0;88293.0;44.2;;
40033;2009.0;6.0;3504503;Avaré;0;0;0;0;40335.0;59.6;74.8;15.6
40034;2009.0;6.0;3509700;Campos do Jordão;0;0;0;0;27197.0;46.0;90.1;10.4
40035;2009.0;6.0;3511102;Catanduva;0;0;0;0;52522.0;38.6;68.7;18.5
40036;2009.0;6.0;3516200;Franca;0;0;0;0;151152.0;28.7;69.8;17.2
40037;2009.0;6.0;3518800;Guarulhos;0;0;0;0;515164.0;47.1;77.0;15.9
40038;2009.0;6.0;3520301;Iguape;0;0;0;0;18069.0;85.8;87.7;16.1
40039;2009.0;6.0;3523909;Itu;0;0;0;0;73902.0;;;
40040;2009.0;6.0;3527108;Lins;0;0;0;0;33359.0;;;
40041;2009.0;6.0;3541406;Presidente Prudente;0;0;0;0;104515.0;39.3;69.0;18.3
40042;2009.0;6.0;3546603;Santa Fé do Sul;0;0;0;0;16374.0;;;
40043;2009.0;6.0;3548906;São Carlos;0;0;0;0;122473.0;30.7;76.5;15.5
40044;2009.0;6.0;3549607;São José do Barreiro;0;0;0;0;2207.0;;;
40045;2009.0;6.0;3550902;São Simão;0;0;0;0;6420.0;61.0;74.8;16.5
40046;2009.0;6.0;3551009;São Vicente;0;0;0;0;146756.0;16.1;79.5;
40047;2009.0;6.0;3552205;Sorocaba;0;0;0;0;307419.0;43.4;79.9;15.7
40048;2009.0;6.0;3554102;Taubaté;0;0;0;0;133141.0;42.0;80.6;15.1
40049;2009.0;6.0;3557105;Votuporanga;0;0;0;0;44051.0;15.5;64.3;
40050;2009.0;6.0;4103008;Boa Esperança;0;0;0;0;1985.0;29.2;73.5;21.0
40051;2009.0;6.0;4104204;Campo Largo;0;0;0;0;58179.0;;;
40052;2009.0;6.0;4104303;Campo Mourão;0;0;0;0;43415.0;123.3;87.2;13.9
40053;2009.0;6.0;4104907;Castro;0;0;0;0;30585.0;108.0;82.2;11.7
40054;2009.0;6.0;4106407;Cornélio Procópio;0;0;0;0;21294.0;;;
40055;2009.0;6.0;4106704;Cruzeiro do Sul;0;0;0;0;2105.0;177.6;85.8;24.8
40056;2009.0;6.0;4106902;Curitiba;0;0;0;0;789846.0;71.2;81.1;12.5
40057;2009.0;6.0;4110052;Iguatu;0;0;0;0;1000.0;15.9;75.5;25.2
40058;2009.0;6.0;4110706;Irati;0;0;0;0;24578.0;80.5;85.3;11.2
40059;2009.0;6.0;4111407;Ivaí;0;0;0;0;5581.0;121.6;84.8;12.2
40060;2009.0;6.0;4113502;Loanda;0;0;0;0;9824.0;;;
40061;2009.0;6.0;4113700;Londrina;0;0;0;0;247287.0;82.6;88.2;15.5
40062;2009.0;6.0;4115200;Maringá;0;0;0;0;180117.0;111.5;73.6;16.5
40063;2009.0;6.0;4117602;Palmas;0;0;0;0;17370.0;40.1;66.2;26.6
40064;2009.0;6.0;4118204;Paranaguá;0;0;0;0;59236.0;85.8;82.6;17.1
40065;2009.0;6.0;4122503;Roncador;0;0;0;0;5059.0;26.2;73.3;17.6
40066;2009.0;6.0;4202537;Bom Jesus;0;0;0;0;1099.0;88.9;83.4;8.8
40067;2009.0;6.0;4203600;Campos Novos;0;0;0;0;15848.0;64.2;79.3;10.5
40068;2009.0;6.0;4204202;Chapecó;0;0;0;0;101916.0;80.5;79.4;12.4
40069;2009.0;6.0;4205407;Florianópolis;0;0;0;0;285000.0;33.9;77.9;16.2
40070;2009.0;6.0;4207502;Indaial;0;0;0;0;29447.0;47.0;92.4;15.1
40071;2009.0;6.0;4207858;Irati;0;0;0;0;885.0;80.5;85.3;11.2
40072;2009.0;6.0;4209300;Lages;0;0;0;0;71163.0;42.6;84.8;9.6
40073;2009.0;6.0;4216008;São Carlos;0;0;0;0;4576.0;30.7;76.5;15.5
40074;2009.0;6.0;4216503;São Joaquim;0;0;0;0;12097.0;61.9;77.6;8.2
40075;2009.0;6.0;4219002;Urussanga;0;0;0;0;9080.0;37.0;86.5;13.9
40076;2009.0;6.0;4300802;Antônio Prado;0;0;0;0;6179.0;;;
40077;2009.0;6.0;4301602;Bagé;0;0;0;0;53716.0;44.3;76.6;10.4
40078;2009.0;6.0;4302105;Bento Gonçalves;0;0;0;0;55648.0;82.9;79.7;11.1
40079;2009.0;6.0;4302303;Bom Jesus;0;0;0;0;5436.0;88.9;83.4;8.8
40080;2009.0;6.0;4303608;Cambará do Sul;0;0;0;0;3343.0;91.6;85.2;8.8
40081;2009.0;6.0;4303905;Campo Bom;0;0;0;0;27222.0;46.1;83.0;12.8
40082;2009.0;6.0;4305108;Caxias do Sul;0;0;0;0;220438.0;82.3;79.3;10.7
40083;2009.0;6.0;4305587;Colinas;0;0;0;0;1137.0;4.4;76.6;25.7
40084;2009.0;6.0;4306106;Cruz Alta;0;0;0;0;27132.0;46.6;80.3;11.3
40085;2009.0;6.0;4306205;Cruzeiro do Sul;0;0;0;0;5723.0;177.6;85.8;24.8
40086;2009.0;6.0;4306908;Encruzilhada do Sul;0;0;0;0;12905.0;57.7;80.6;11.1
40087;2009.0;6.0;4310009;Ibirubá;0;0;0;0;9228.0;57.4;85.0;11.3
40088;2009.0;6.0;4310504;Iraí;0;0;0;0;3527.0;108.5;84.0;12.9
40089;2009.0;6.0;4311304;Lagoa Vermelha;0;0;0;0;12860.0;92.2;78.6;10.5
40090;2009.0;6.0;4314100;Passo Fundo;0;0;0;0;95786.0;75.2;76.9;11.0
40091;2009.0;6.0;4314407;Pelotas;0;0;0;0;166058.0;84.0;84.7;11.6
40092;2009.0;6.0;4314902;Porto Alegre;0;0;0;0;687679.0;57.1;82.0;13.3
40093;2009.0;6.0;4315008;Porto Lucena;0;0;0;0;2396.0;;;
40094;2009.0;6.0;4315602;Rio Grande;0;0;0;0;102932.0;118.6;82.6;11.9
40095;2009.0;6.0;4316907;Santa Maria;0;0;0;0;132595.0;76.8;83.8;11.9
40096;2009.0;6.0;4317301;Santa Vitória do Palmar;0;0;0;0;20837.0;59.2;84.4;11.0
40097;2009.0;6.0;4318903;São Luiz Gonzaga;0;0;0;0;15676.0;102.0;79.1;12.7
40098;2009.0;6.0;4321451;Teutônia;0;0;0;0;14303.0;60.8;82.3;12.6
40099;2009.0;6.0;4321501;Torres;0;0;0;0;32149.0;39.6;82.8;14.2
40100;2009.0;6.0;4321907;Três Passos;0;0;0;0;11224.0;;;
40101;2009.0;6.0;4322004;Triunfo;0;0;0;0;13318.0;76.4;87.4;15.8
40102;2009.0;6.0;4322400;Uruguaiana;0;0;0;0;47276.0;16.6;73.0;11.0
40103;2009.0;6.0;5002100;Bela Vista;0;0;0;0;9239.0;;;
40104;2009.0;6.0;5002704;Campo Grande;0;0;0;0;392791.0;85.2;;
40105;2009.0;6.0;5002803;Caracol;0;0;0;0;2478.0;0.0;66.4;22.5
40106;2009.0;6.0;5003207;Corumbá;0;0;0;0;38050.0;29.7;70.9;21.7
40107;2009.0;6.0;5004700;Ivinhema;0;0;0;0;12215.0;64.8;;
40108;2009.0;6.0;5006309;Paranaíba;0;0;0;0;20136.0;26.9;68.3;19.9
40109;2009.0;6.0;5006606;Ponta Porã;0;0;0;0;37658.0;134.0;79.8;15.6
40110;2009.0;6.0;5008305;Três Lagoas;0;0;0;0;59627.0;69.6;;
40111;2009.0;6.0;5102504;Cáceres;0;0;0;0;39844.0;2.8;73.0;22.8
40112;2009.0;6.0;5102702;Canarana;0;0;0;0;10048.0;43.7;68.0;23.5
40113;2009.0;6.0;5103403;Cuiabá;0;0;0;0;279657.0;45.2;76.3;22.6
40114;2009.0;6.0;5103502;Diamantino;0;0;0;0;9548.0;26.3;79.7;22.3
40115;2009.0;6.0;5105606;Matupá;0;0;0;0;8017.0;41.4;76.8;24.2
40116;2009.0;6.0;5107008;Poxoréu;0;0;0;0;11361.0;57.9;77.8;21.2
40117;2009.0;6.0;5107206;Rio Branco;0;0;0;0;2227.0;26.3;85.8;23.3
40118;2009.0;6.0;5107305;São José do Rio Claro;0;0;0;0;6377.0;52.6;86.7;21.0
40119;2009.0;6.0;5107602;Rondonópolis;0;0;0;0;105400.0;61.7;83.0;22.0
40120;2009.0;6.0;5201702;Aragarças;0;0;0;0;8080.0;9.9;68.1;23.2
40121;2009.0;6.0;5205109;Catalão;0;0;0;0;49953.0;43.4;66.5;20.0
40122;2009.0;6.0;5208004;Formosa;0;0;0;0;50308.0;9.5;65.6;20.4
40123;2009.0;6.0;5208103;Formoso;0;0;0;0;2410.0;16.4;64.2;21.5
40124;2009.0;6.0;5208707;Goiânia;0;0;0;0;655531.0;31.3;59.9;21.9
40125;2009.0;6.0;5208905;Goiás;0;0;0;0;14220.0;16.0;62.3;23.4
40126;2009.0;6.0;5210109;Ipameri;0;0;0;0;12563.0;16.7;69.1;19.4
40127;2009.0;6.0;5211503;Itumbiara;0;0;0;0;47434.0;20.8;66.8;20.4
40128;2009.0;6.0;5211909;Jataí;0;0;0;0;45373.0;29.3;72.6;18.5
40129;2009.0;6.0;5212501;Luziânia;0;0;0;0;92912.0;;;
40130;2009.0;6.0;5217302;Pirenópolis;0;0;0;0;15028.0;11.9;69.4;20.5
40131;2009.0;6.0;5218003;Porangatu;0;0;0;0;19420.0;;;
40132;2009.0;6.0;5218300;Posse;0;0;0;0;14962.0;2.1;61.3;22.9
40133;2009.0;6.0;5218805;Rio Verde;0;0;0;0;90664.0;34.9;63.3;20.1
40134;2009.0;6.0;5220405;São Simão;0;0;0;0;8262.0;61.0;74.8;16.5
40135;2009.0;6.0;5300108;Brasília;0;0;0;0;1172689.0;9.3;64.4;19.2
40136;2009.0;7.0;1200203;Cruzeiro do Sul;0;0;0;0;31869.0;108.5;83.4;25.3
40137;2009.0;7.0;1200401;Rio Branco;0;0;0;0;148826.0;30.8;82.8;23.9
40138;2009.0;7.0;1200609;Tarauacá;0;0;0;0;13618.0;37.8;83.3;25.1
40139;2009.0;7.0;1300409;Barcelos;0;0;0;0;5446.0;219.5;85.2;26.5
40140;2009.0;7.0;1300607;Benjamin Constant;0;0;0;0;9094.0;;;
40141;2009.0;7.0;1301209;Coari;0;0;0;0;21305.0;111.3;79.6;27.8
40142;2009.0;7.0;1301308;Codajás;0;0;0;0;6655.0;34.2;83.4;27.0
40143;2009.0;7.0;1301407;Eirunepé;0;0;0;0;9680.0;112.2;84.9;25.7
40144;2009.0;7.0;1301605;Fonte Boa;0;0;0;0;6053.0;300.0;84.7;26.6
40145;2009.0;7.0;1301902;Itacoatiara;0;0;0;0;35124.0;74.8;78.8;28.0
40146;2009.0;7.0;1302405;Lábrea;0;0;0;0;13474.0;27.4;88.6;26.1
40147;2009.0;7.0;1302603;Manaus;0;0;0;0;738012.0;25.1;79.9;27.8
40148;2009.0;7.0;1302702;Manicoré;0;0;0;0;14248.0;55.6;80.8;27.0
40149;2009.0;7.0;1303403;Parintins;0;0;0;0;29973.0;176.4;82.7;27.9
40150;2009.0;7.0;1304203;Tefé;0;0;0;0;21101.0;68.9;84.1;27.2
40151;2009.0;7.0;1400100;Boa Vista;0;0;0;0;133020.0;318.2;81.5;27.4
40152;2009.0;7.0;1400209;Caracaraí;0;0;0;0;8631.0;312.4;92.4;26.5
40153;2009.0;7.0;1500602;Altamira;0;0;0;0;54274.0;58.5;74.6;28.1
40154;2009.0;7.0;1501402;Belém;0;0;0;0;528989.0;193.1;79.8;27.3
40155;2009.0;7.0;1501451;Belterra;0;0;0;0;7597.0;87.1;87.8;25.9
40156;2009.0;7.0;1501808;Breves;0;0;0;0;28115.0;29.7;81.2;27.9
40157;2009.0;7.0;1502103;Cametá;0;0;0;0;39905.0;95.9;81.6;27.8
40158;2009.0;7.0;1502707;Conceição do Araguaia;0;0;0;0;19636.0;4.8;58.7;28.5
40159;2009.0;7.0;1503606;Itaituba;0;0;0;0;46002.0;83.9;83.1;27.7
40160;2009.0;7.0;1504208;Marabá;0;0;0;0;106660.0;30.6;63.1;28.5
40161;2009.0;7.0;1504802;Monte Alegre;0;0;0;0;24608.0;57.9;75.8;27.0
40162;2009.0;7.0;1505106;Óbidos;0;0;0;0;19117.0;17.1;79.3;27.4
40163;2009.0;7.0;1505908;Porto de Moz;0;0;0;0;10520.0;;;
40164;2009.0;7.0;1507300;São Félix do Xingu;0;0;0;0;26484.0;0.0;73.2;26.1
40165;2009.0;7.0;1507904;Soure;0;0;0;0;9360.0;27.9;77.9;28.4
40166;2009.0;7.0;1508035;Tracuateua;0;0;0;0;10705.0;227.4;84.5;25.8
40167;2009.0;7.0;1508100;Tucuruí;0;0;0;0;34412.0;44.4;74.7;28.2
40168;2009.0;7.0;1600105;Amapá;0;0;0;0;2579.0;;;
40169;2009.0;7.0;1600303;Macapá;0;0;0;0;149531.0;150.9;80.3;27.4
40170;2009.0;7.0;1702109;Araguaína;0;0;0;0;72039.0;4.7;64.6;25.0
40171;2009.0;7.0;1707405;Esperantina;0;0;0;0;3213.0;38.7;81.5;26.1
40172;2009.0;7.0;1709500;Gurupi;0;0;0;0;36801.0;;;
40173;2009.0;7.0;1716505;Pedro Afonso;0;0;0;0;5847.0;0.0;67.9;26.0
40174;2009.0;7.0;1716604;Peixe;0;0;0;0;5346.0;0.0;61.6;24.2
40175;2009.0;7.0;1718204;Porto Nacional;0;0;0;0;29950.0;0.0;59.9;26.8
40176;2009.0;7.0;1720903;Taguatinga;0;0;0;0;6680.0;0.0;49.5;
40177;2009.0;7.0;1721000;Palmas;0;0;0;0;129424.0;0.0;52.5;27.0
40178;2009.0;7.0;2100501;Alto Parnaíba;0;0;0;0;4381.0;0.0;62.5;24.8
40179;2009.0;7.0;2101202;Bacabal;0;0;0;0;38964.0;33.1;74.8;27.8
40180;2009.0;7.0;2101400;Balsas;0;0;0;0;36996.0;0.0;52.3;27.0
40181;2009.0;7.0;2101608;Barra do Corda;0;0;0;0;36839.0;0.4;70.3;26.3
40182;2009.0;7.0;2102804;Carolina;0;0;0;0;9989.0;7.3;62.1;27.4
40183;2009.0;7.0;2103000;Caxias;0;0;0;0;60143.0;34.6;69.0;26.5
40184;2009.0;7.0;2103208;Chapadinha;0;0;0;0;31620.0;25.0;78.0;26.5
40185;2009.0;7.0;2103505;Colinas;0;0;0;0;16331.0;1.9;70.8;25.7
40186;2009.0;7.0;2105302;Imperatriz;0;0;0;0;110137.0;0.0;60.6;27.9
40187;2009.0;7.0;2111300;São Luís;0;0;0;0;406974.0;71.8;83.7;26.6
40188;2009.0;7.0;2112407;Turiaçu;0;0;0;0;11177.0;129.4;81.0;26.6
40189;2009.0;7.0;2114007;Zé Doca;0;0;0;0;16234.0;92.1;76.0;27.1
40190;2009.0;7.0;2200202;Água Branca;0;0;0;0;7530.0;130.9;96.6;20.8
40191;2009.0;7.0;2201903;Bom Jesus;0;0;0;0;12197.0;143.8;81.8;8.4
40192;2009.0;7.0;2202505;Caracol;0;0;0;0;4510.0;0.0;56.8;22.6
40193;2009.0;7.0;2203701;Esperantina;0;0;0;0;16255.0;38.7;81.5;26.1
40194;2009.0;7.0;2203909;Floriano;0;0;0;0;26074.0;3.3;60.3;26.8
40195;2009.0;7.0;2207702;Parnaíba;0;0;0;0;64580.0;42.4;;
40196;2009.0;7.0;2207801;Paulistana;0;0;0;0;10470.0;0.0;54.3;26.2
40197;2009.0;7.0;2208007;Picos;0;0;0;0;36224.0;5.6;51.1;26.4
40198;2009.0;7.0;2208403;Piripiri;0;0;0;0;26741.0;63.6;73.4;26.5
40199;2009.0;7.0;2210003;São João do Piauí;0;0;0;0;9739.0;0.0;50.8;27.1
40200;2009.0;7.0;2211001;Teresina;0;0;0;0;355470.0;46.9;75.7;25.8
40201;2009.0;7.0;2300200;Acaraú;0;0;0;0;26163.0;;;
40202;2009.0;7.0;2301901;Barbalha;0;0;0;0;29531.0;52.9;78.1;23.9
40203;2009.0;7.0;2302701;Campos Sales;0;0;0;0;12662.0;36.2;72.5;22.5
40204;2009.0;7.0;2304103;Crateús;0;0;0;0;34293.0;14.8;69.8;25.0
40205;2009.0;7.0;2304400;Fortaleza;0;0;0;0;1034611.0;208.8;81.0;25.7
40206;2009.0;7.0;2305100;Guaramiranga;0;0;0;0;3389.0;265.0;94.2;19.8
40207;2009.0;7.0;2305506;Iguatu;0;0;0;0;44117.0;36.5;75.3;25.2
40208;2009.0;7.0;2307007;Jaguaruana;0;0;0;0;14412.0;33.5;79.9;25.8
40209;2009.0;7.0;2307304;Juazeiro do Norte;0;0;0;0;113276.0;;;
40210;2009.0;7.0;2308708;Morada Nova;0;0;0;0;28744.0;;;
40211;2009.0;7.0;2311306;Quixadá;0;0;0;0;36341.0;;;
40212;2009.0;7.0;2311405;Quixeramobim;0;0;0;0;34179.0;74.0;73.6;24.8
40213;2009.0;7.0;2312908;Sobral;0;0;0;0;84238.0;40.0;84.1;25.2
40214;2009.0;7.0;2313302;Tauá;0;0;0;0;27061.0;56.1;61.9;24.9
40215;2009.0;7.0;2314102;Viçosa do Ceará;0;0;0;0;22760.0;;;
40216;2009.0;7.0;2401008;Apodi;0;0;0;0;16745.0;22.4;91.1;25.5
40217;2009.0;7.0;2401305;Campo Grande;0;0;0;0;4168.0;47.9;;
40218;2009.0;7.0;2401701;Bom Jesus;0;0;0;0;4469.0;143.8;81.8;8.4
40219;2009.0;7.0;2403004;Cruzeta;0;0;0;0;3639.0;37.5;68.8;25.1
40220;2009.0;7.0;2403806;Florânia;0;0;0;0;4263.0;27.3;78.5;24.4
40221;2009.0;7.0;2407104;Macaíba;0;0;0;0;38169.0;;;
40222;2009.0;7.0;2407203;Macau;0;0;0;0;12928.0;40.0;;
40223;2009.0;7.0;2407807;Monte Alegre;0;0;0;0;10024.0;57.9;75.8;27.0
40224;2009.0;7.0;2408102;Natal;0;0;0;0;337029.0;347.9;82.3;25.4
40225;2009.0;7.0;2408300;Nova Cruz;0;0;0;0;14199.0;;;
40226;2009.0;7.0;2409332;Santa Maria;0;0;0;0;2208.0;91.4;83.3;10.7
40227;2009.0;7.0;2411205;Santa Cruz;0;0;0;0;17091.0;78.0;;
40228;2009.0;7.0;2413003;São Vicente;0;0;0;0;3039.0;10.5;71.4;21.5
40229;2009.0;7.0;2413508;Serrinha;0;0;0;0;3098.0;43.3;87.0;22.5
40230;2009.0;7.0;2414902;Viçosa;0;0;0;0;788.0;14.6;80.0;17.6
40231;2009.0;7.0;2500106;Água Branca;0;0;0;0;4434.0;130.9;96.6;20.8
40232;2009.0;7.0;2501104;Areia;0;0;0;0;10203.0;319.6;90.7;21.0
40233;2009.0;7.0;2501906;Belém;0;0;0;0;7291.0;193.1;79.8;27.3
40234;2009.0;7.0;2502151;Boa Vista;0;0;0;0;2768.0;318.2;81.5;27.4
40235;2009.0;7.0;2502201;Bom Jesus;0;0;0;0;1065.0;143.8;81.8;8.4
40236;2009.0;7.0;2504009;Campina Grande;0;0;0;0;183901.0;150.5;88.0;21.8
40237;2009.0;7.0;2506301;Guarabira;0;0;0;0;24270.0;;;
40238;2009.0;7.0;2507507;João Pessoa;0;0;0;0;377756.0;419.8;86.2;25.0
40239;2009.0;7.0;2509701;Monteiro;0;0;0;0;17629.0;49.1;93.8;22.0
40240;2009.0;7.0;2510808;Patos;0;0;0;0;45320.0;;;
40241;2009.0;7.0;2513208;Santa Cruz;0;0;0;0;2684.0;78.0;;
40242;2009.0;7.0;2516805;Triunfo;0;0;0;0;4039.0;67.45;82.75;15.15
40243;2009.0;7.0;2603009;Cabrobó;0;0;0;0;13057.0;4.1;68.7;24.8
40244;2009.0;7.0;2606002;Garanhuns;0;0;0;0;61356.0;102.8;91.9;19.8
40245;2009.0;7.0;2606200;Goiana;0;0;0;0;41466.0;;;
40246;2009.0;7.0;2609501;Nazaré da Mata;0;0;0;0;12651.0;;;
40247;2009.0;7.0;2609600;Olinda;0;0;0;0;153234.0;;;
40248;2009.0;7.0;2609907;Ouricuri;0;0;0;0;32040.0;9.7;66.9;23.5
40249;2009.0;7.0;2610905;Pesqueira;0;0;0;0;29617.0;101.3;78.5;21.3
40250;2009.0;7.0;2611101;Petrolina;0;0;0;0;159256.0;3.4;57.6;25.1
40251;2009.0;7.0;2612455;Santa Cruz;0;0;0;0;6026.0;78.0;;
40252;2009.0;7.0;2614501;Surubim;0;0;0;0;28761.0;52.9;84.2;22.4
40253;2009.0;7.0;2615706;Triunfo;0;0;0;0;7500.0;67.45;82.75;15.15
40254;2009.0;7.0;2700102;Água Branca;0;0;0;0;8244.0;130.9;96.6;20.8
40255;2009.0;7.0;2700300;Arapiraca;0;0;0;0;96116.0;;;
40256;2009.0;7.0;2700805;Belém;0;0;0;0;2170.0;193.1;79.8;27.3
40257;2009.0;7.0;2701506;Campo Grande;0;0;0;0;3380.0;47.9;;
40258;2009.0;7.0;2704302;Maceió;0;0;0;0;403096.0;273.3;84.0;24.7
40259;2009.0;7.0;2704401;Major Isidoro;0;0;0;0;7538.0;;;
40260;2009.0;7.0;2705002;Mata Grande;0;0;0;0;10531.0;;;
40261;2009.0;7.0;2706307;Palmeira dos Índios;0;0;0;0;30820.0;114.0;84.4;22.9
40262;2009.0;7.0;2706406;Pão de Açúcar;0;0;0;0;10124.0;63.6;82.5;24.9
40263;2009.0;7.0;2707404;Porto de Pedras;0;0;0;0;4183.0;250.5;85.6;24.8
40264;2009.0;7.0;2709400;Viçosa;0;0;0;0;9954.0;14.6;80.0;17.6
40265;2009.0;7.0;2800308;Aracaju;0;0;0;0;267071.0;121.8;78.7;25.7
40266;2009.0;7.0;2803005;Itabaianinha;0;0;0;0;17052.0;122.1;85.8;23.0
40267;2009.0;7.0;2805703;Propriá;0;0;0;0;11845.0;146.5;82.9;24.3
40268;2009.0;7.0;2900702;Alagoinhas;0;0;0;0;70414.0;82.4;84.8;22.7
40269;2009.0;7.0;2902708;Barra;0;0;0;0;21037.0;0.3;52.5;24.8
40270;2009.0;7.0;2903201;Barreiras;0;0;0;0;70200.0;0.0;69.4;22.2
40271;2009.0;7.0;2903904;Bom Jesus da Lapa;0;0;0;0;27189.0;0.0;52.1;24.9
40272;2009.0;7.0;2905206;Caetité;0;0;0;0;24459.0;17.3;63.2;20.1
40273;2009.0;7.0;2906204;Canarana;0;0;0;0;11409.0;0.0;51.6;25.0
40274;2009.0;7.0;2906303;Canavieiras;0;0;0;0;17067.0;128.4;85.0;23.0
40275;2009.0;7.0;2906907;Caravelas;0;0;0;0;10161.0;55.7;83.2;22.9
40276;2009.0;7.0;2907103;Carinhanha;0;0;0;0;13945.0;0.0;;23.6
40277;2009.0;7.0;2907905;Cipó;0;0;0;0;7585.0;35.4;80.6;23.6
40278;2009.0;7.0;2909307;Correntina;0;0;0;0;15964.0;0.0;;21.3
40279;2009.0;7.0;2909802;Cruz das Almas;0;0;0;0;28010.0;107.3;;
40280;2009.0;7.0;2910800;Feira de Santana;0;0;0;0;288378.0;50.6;86.6;22.6
40281;2009.0;7.0;2911808;Guaratinga;0;0;0;0;10775.0;27.8;81.2;22.1
40282;2009.0;7.0;2914604;Irecê;0;0;0;0;31512.0;1.6;;21.7
40283;2009.0;7.0;2914703;Itaberaba;0;0;0;0;31126.0;30.8;75.3;22.6
40284;2009.0;7.0;2914802;Itabuna;0;0;0;0;93345.0;;;
40285;2009.0;7.0;2917201;Ituaçu;0;0;0;0;8692.0;10.4;;22.0
40286;2009.0;7.0;2917508;Jacobina;0;0;0;0;42748.0;33.5;71.0;22.4
40287;2009.0;7.0;2919306;Lençóis;0;0;0;0;5920.0;32.5;75.5;22.0
40288;2009.0;7.0;2921500;Monte Santo;0;0;0;0;24887.0;58.5;82.0;21.8
40289;2009.0;7.0;2921708;Morro do Chapéu;0;0;0;0;18502.0;22.8;79.9;18.9
40290;2009.0;7.0;2922003;Mucuri;0;0;0;0;19098.0;;;
40291;2009.0;7.0;2924009;Paulo Afonso;0;0;0;0;49975.0;37.1;81.5;23.3
40292;2009.0;7.0;2926004;Remanso;0;0;0;0;18049.0;0.0;69.9;25.9
40293;2009.0;7.0;2930105;Senhor do Bonfim;0;0;0;0;35063.0;34.6;;21.7
40294;2009.0;7.0;2930501;Serrinha;0;0;0;0;39114.0;43.3;87.0;22.5
40295;2009.0;7.0;2933307;Vitória da Conquista;0;0;0;0;160658.0;10.3;88.1;18.0
40296;2009.0;7.0;3101102;Aimorés;0;0;0;0;12587.0;5.1;75.2;22.3
40297;2009.0;7.0;3103405;Araçuaí;0;0;0;0;15703.0;0.2;57.7;22.8
40298;2009.0;7.0;3104007;Araxá;0;0;0;0;47752.0;5.0;61.4;
40299;2009.0;7.0;3104502;Arinos;0;0;0;0;8327.0;0.0;58.2;22.6
40300;2009.0;7.0;3105103;Bambuí;0;0;0;0;13313.0;2.4;78.2;17.9
40301;2009.0;7.0;3105608;Barbacena;0;0;0;0;56122.0;13.4;80.5;16.7
40302;2009.0;7.0;3106200;Belo Horizonte;0;0;0;0;1027170.0;0.2;58.9;20.8
40303;2009.0;7.0;3107109;Boa Esperança;0;0;0;0;17576.0;22.3;72.0;21.7
40304;2009.0;7.0;3107406;Bom Despacho;0;0;0;0;25040.0;2.0;72.7;17.4
40305;2009.0;7.0;3112109;Caparaó;0;0;0;0;2402.0;34.4;79.7;17.4
40306;2009.0;7.0;3112604;Capinópolis;0;0;0;0;6695.0;8.2;58.7;21.8
40307;2009.0;7.0;3113404;Caratinga;0;0;0;0;43134.0;2.3;79.9;18.9
40308;2009.0;7.0;3113503;Carbonita;0;0;0;0;5248.0;1.2;67.7;19.0
40309;2009.0;7.0;3120904;Curvelo;0;0;0;0;37360.0;0.0;61.8;21.0
40310;2009.0;7.0;3121605;Diamantina;0;0;0;0;24765.0;0.2;69.5;17.2
40311;2009.0;7.0;3122306;Divinópolis;0;0;0;0;106845.0;1.7;66.1;19.3
40312;2009.0;7.0;3124302;Espinosa;0;0;0;0;13975.0;;55.3;22.9
40313;2009.0;7.0;3126000;Florestal;0;0;0;0;4829.0;;;
40314;2009.0;7.0;3126208;Formoso;0;0;0;0;3720.0;0.0;51.4;22.1
